date,water,muni,species,qty,size,county,year
2019-05-07,SHIRLEY P,SHIRLEY,BROOK TROUT,600,10,Piscataquis County,2019
2019-10-24,SHIRLEY P,SHIRLEY,BROOK TROUT,300,13,Piscataquis County,2019
2019-09-27,SMITH P,ELLIOTTSVILLE TWP,BROOK TROUT,110,7,Piscataquis County,2019
2019-05-07,SNOWS P,DOVER-FOXCROFT,BROOK TROUT,250,10,Piscataquis County,2019
2019-05-30,SNOWS P,DOVER-FOXCROFT,BROOK TROUT,300,10,Piscataquis County,2019
2019-10-02,SNOWS P,DOVER-FOXCROFT,BROOK TROUT,300,13,Piscataquis County,2019
2019-09-27,SOUTH P,MONSON,BROOK TROUT,360,6,Piscataquis County,2019
2019-05-10,SPECTACLE P,MONSON,BROOK TROUT,900,10,Piscataquis County,2019
2019-05-17,SPECTACLE P,MONSON,SPLAKE,150,10,Piscataquis County,2019
2019-05-21,SPECTACLE P,MONSON,BROOK TROUT,900,10,Piscataquis County,2019
2019-06-17,SPENCER P (BIG),EAST MIDDLESEX CANA,BROOK TROUT,662,10,Piscataquis County,2019
2019-10-03,TEN-FORTY P,T2 R12 WELS,BROOK TROUT,450,7,Piscataquis County,2019
2019-09-27,THIRD (MATAGAMON) L,T7 R10 WELS,BROOK TROUT,1500,7,Piscataquis County,2019
2019-05-15,TOGUE P (LOWER),T2 R9 WELS,SPLAKE,500,10,Piscataquis County,2019
2019-10-03,TURTLE P,LAKE VIEW PLT,BROOK TROUT,500,7,Piscataquis County,2019
2019-05-07,WHETSTONE P,BLANCHARD TWP,BROOK TROUT,1300,10,Piscataquis County,2019
2019-05-07,WHETSTONE P,BLANCHARD TWP,L.L. SALMON,100,7,Piscataquis County,2019
2019-06-05,WHETSTONE P,BLANCHARD TWP,BROOK TROUT,500,10,Piscataquis County,2019
2019-05-17,WILSON P (LOWER),GREENVILLE,L.L. SALMON,500,8,Piscataquis County,2019
2019-05-23,WILSON P (UPPER),BOWDOIN COLLEGE GR,L.L. SALMON,50,8,Piscataquis County,2019
2019-05-10,BIG P (SWAN ISLAND),RICHMOND,BROOK TROUT,200,10,Sagadahoc County,2019
2019-10-24,CAESAR P,BOWDOIN,BROOK TROUT,150,13,Sagadahoc County,2019
2019-11-22,CENTER P,PHIPPSBURG,BROOK TROUT,15,17,Sagadahoc County,2019
2019-11-22,CENTER P,PHIPPSBURG,BROOK TROUT,100,13,Sagadahoc County,2019
2019-10-24,CHARLES P,GEORGETOWN,BROOK TROUT,150,7,Sagadahoc County,2019
2019-10-24,CHARLES P,GEORGETOWN,BROOK TROUT,75,13,Sagadahoc County,2019
2019-06-05,EDDY P (BIG),TOPSHAM,BROOK TROUT,100,11,Sagadahoc County,2019
2019-10-24,EDDY P (BIG),TOPSHAM,BROOK TROUT,500,8,Sagadahoc County,2019
2019-10-30,NEQUASSET L,WOOLWICH,BROWN TROUT,300,12,Sagadahoc County,2019
2019-11-08,NEQUASSET L,WOOLWICH,BROWN TROUT,400,12,Sagadahoc County,2019
2019-10-29,SEWALL P,ARROWSIC,BROOK TROUT,250,13,Sagadahoc County,2019
2019-11-22,SILVER L,PHIPPSBURG,BROOK TROUT,660,8,Sagadahoc County,2019
2019-11-22,SILVER L,PHIPPSBURG,BROOK TROUT,50,13,Sagadahoc County,2019
2019-11-22,SILVER L,PHIPPSBURG,BROOK TROUT,10,17,Sagadahoc County,2019
2019-09-23,SPRAGUE P,PHIPPSBURG,BROOK TROUT,200,8,Sagadahoc County,2019
2019-05-22,ATTEAN P,ATTEAN TWP,L.L. SALMON,1100,8,Somerset County,2019
2019-06-03,AUSTIN P,BALD MOUNTAIN TWP T,BROOK TROUT,1500,10,Somerset County,2019
2019-11-22,AUSTIN P,BALD MOUNTAIN TWP T,BROOK TROUT,550,7,Somerset County,2019
2019-10-11,AUSTIN P (LITTLE),BALD MOUNTAIN TWP T,BROOK TROUT,3800,7,Somerset County,2019
2019-05-23,BAKER P,TOMHEGAN TWP,BROOK TROUT,750,10,Somerset County,2019
2019-10-22,BAKER P,SOLON,BROOK TROUT,100,13,Somerset County,2019
2019-10-09,BASIN P,PIERCE POND TWP,BROOK TROUT,1750,7,Somerset County,2019
2019-10-09,BEAN P,PLEASANT RIDGE PLT,BROOK TROUT,800,7,Somerset County,2019
2019-09-30,BEAVER P,FORSYTH TWP,BROOK TROUT,150,6,Somerset County,2019
2019-10-09,BILL MORRIS P,T3 R5 BKP WKR,BROOK TROUT,550,7,Somerset County,2019
2019-10-03,BLACK HILL P,EMBDEN,BROOK TROUT,1000,6,Somerset County,2019
2019-05-15,BRASSUA L,TAUNTON & RAYNHAM A,L.L. SALMON,500,8,Somerset County,2019
2019-05-02,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,300,10,Somerset County,2019
2019-05-22,CARRABASSETT R,NEW PORTLAND,RAINBOW TROUT,180,11,Somerset County,2019
2019-05-22,CARRABASSETT R,NEW PORTLAND,RAINBOW TROUT,200,4,Somerset County,2019
2019-05-29,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,300,8,Somerset County,2019
2019-09-26,CARRABASSETT R,NEW PORTLAND,BROOK TROUT,200,13,Somerset County,2019
2019-10-09,CARRABASSETT R,NEW PORTLAND,RAINBOW TROUT,120,9,Somerset County,2019
2019-05-09,CARRABASSETT STREAM,CANAAN,BROOK TROUT,300,10,Somerset County,2019
2019-05-31,CHASE P,MOSCOW,BROOK TROUT,800,10,Somerset County,2019
2019-11-05,CHASE STREAM P (LITTLE),MISERY TWP,BROOK TROUT,575,8,Somerset County,2019
2019-06-10,CHUB P,HOBBSTOWN TWP,BROOK TROUT,250,10,Somerset County,2019
2019-09-30,CLEARWATER P,ATTEAN TWP,BROOK TROUT,350,6,Somerset County,2019
2019-06-07,CROCKER P,DENNISTOWN PLT,BROOK TROUT,2200,10,Somerset County,2019
2019-09-30,DAYMOND P,MOOSE RIVER,BROOK TROUT,425,7,Somerset County,2019
2019-05-14,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,100,8,Somerset County,2019
2019-05-29,DEAD RIVER,T3 R4 BKP WKR,BROOK TROUT,1300,8,Somerset County,2019
2019-10-16,DEAD RIVER,T3 R4 BKP WKR,BROOK TROUT,350,12,Somerset County,2019
2019-10-16,DEAD RIVER,T3 R4 BKP WKR,L.L. SALMON,100,13,Somerset County,2019
2019-09-30,DEMO P,ROCKWOOD STRIP T2 R,BROOK TROUT,3800,8,Somerset County,2019
2019-10-09,DIMMICK P (BIG),CARATUNK,BROOK TROUT,2600,7,Somerset County,2019
2019-10-09,DIMMICK P (LITTLE),CARATUNK,BROOK TROUT,2500,7,Somerset County,2019
2019-10-03,EAST P,SMITHFIELD,BROWN TROUT,500,11,Somerset County,2019
2019-05-02,EMBDEN P,EMBDEN,BROOK TROUT,200,10,Somerset County,2019
2019-05-08,EMBDEN P,EMBDEN,BROOK TROUT,500,10,Somerset County,2019
2019-05-14,EMBDEN P,EMBDEN,BROOK TROUT,2000,10,Somerset County,2019
2019-11-15,EMBDEN P,EMBDEN,BROOK TROUT,500,8,Somerset County,2019
2019-10-18,FAHI P,EMBDEN,BROOK TROUT,300,12,Somerset County,2019
2019-11-07,FAHI P,EMBDEN,BROOK TROUT,25,18,Somerset County,2019
2019-11-22,FAHI P,EMBDEN,BROOK TROUT,220,7,Somerset County,2019
2019-04-26,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,300,10,Somerset County,2019
2019-05-08,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,300,10,Somerset County,2019
2019-10-15,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,250,7,Somerset County,2019
2019-10-15,FAIRFIELD REC (PAL) P,FAIRFIELD,BROOK TROUT,50,13,Somerset County,2019
2019-09-30,FISH P,THORNDIKE TWP,BROOK TROUT,3050,8,Somerset County,2019
2019-10-09,FISH P,MOXIE GORE,BROOK TROUT,750,7,Somerset County,2019
2019-05-29,FLAGSTAFF L,DEAD RIVER TWP,L.L. SALMON,250,8,Somerset County,2019
2019-10-03,GREAT MOOSE L,HARTLAND,BROWN TROUT,800,11,Somerset County,2019
2019-09-30,HALE P,ALDER BROOK TWP,BROOK TROUT,800,7,Somerset County,2019
2019-05-28,HANCOCK P,EMBDEN,BROOK TROUT,250,10,Somerset County,2019
2019-10-29,HANCOCK P,EMBDEN,BROOK TROUT,200,13,Somerset County,2019
2019-11-05,HANCOCK P,EMBDEN,L.L. SALMON,100,12,Somerset County,2019
2019-05-16,HARMONY FIRE P,HARMONY,BROOK TROUT,100,10,Somerset County,2019
2019-05-22,HEALD STREAM,JACKMAN,BROOK TROUT,500,10,Somerset County,2019
2019-05-02,HIGGINS B,HARMONY,BROOK TROUT,200,10,Somerset County,2019
2019-04-19,HIGHT P,SKOWHEGAN,BROOK TROUT,100,10,Somerset County,2019
2019-05-02,HIGHT P,SKOWHEGAN,BROOK TROUT,100,10,Somerset County,2019
2019-05-22,HOLEB P,HOLEB TWP,BROOK TROUT,1000,9,Somerset County,2019
2019-05-22,HOLEB P,HOLEB TWP,L.L. SALMON,375,8,Somerset County,2019
2019-05-22,HOLEB P,HOLEB TWP,SPLAKE,500,10,Somerset County,2019
2019-05-22,HORSESHOE P,PIERCE POND TWP,BROOK TROUT,75,9,Somerset County,2019
2019-11-04,INDIAN P (BIG),SAINT ALBANS,BROOK TROUT,500,13,Somerset County,2019
2019-10-10,INDIAN P (LITTLE),SQUARETOWN TWP,BROOK TROUT,1250,7,Somerset County,2019
2019-05-02,INDIAN STREAM,SAINT ALBANS,BROOK TROUT,300,10,Somerset County,2019
2019-06-05,KENNEBEC R,SAPLING TWP,BROOK TROUT,1500,10,Somerset County,2019
2019-06-05,KENNEBEC R,SKOWHEGAN,BROWN TROUT,2000,8,Somerset County,2019
2019-06-10,KENNEBEC R,EMBDEN,BROWN TROUT,650,8,Somerset County,2019
2019-06-10,KENNEBEC R,SOLON,BROWN TROUT,750,8,Somerset County,2019
2019-06-10,KENNEBEC R,ANSON,BROWN TROUT,2000,8,Somerset County,2019
2019-06-14,KENNEBEC R,SOLON,BROOK TROUT,200,10,Somerset County,2019
2019-09-17,KENNEBEC R,SAPLING TWP,BROOK TROUT,800,13,Somerset County,2019
2019-09-20,KENNEBEC R,SOLON,BROOK TROUT,500,13,Somerset County,2019
2019-09-20,KENNEBEC R,ANSON,BROOK TROUT,500,13,Somerset County,2019
2019-10-08,KENNEBEC R,SOLON,BROWN TROUT,1000,11,Somerset County,2019
2019-10-11,KENNEBEC R,FAIRFIELD,BROWN TROUT,2000,11,Somerset County,2019
2019-10-22,KENNEBEC R,ANSON,BROWN TROUT,2475,11,Somerset County,2019
2019-05-22,KILGORE P,PIERCE POND TWP,BROOK TROUT,500,9,Somerset County,2019
2019-10-09,KILGORE P (UPPER),PIERCE POND TWP,BROOK TROUT,275,7,Somerset County,2019
2019-10-09,KING P,BOWTOWN TWP,BROOK TROUT,450,7,Somerset County,2019
2019-06-14,KNIGHTS P,SQUARETOWN TWP,BROOK TROUT,300,10,Somerset County,2019
2019-10-04,LAKE GEORGE,CANAAN,RAINBOW TROUT,600,9,Somerset County,2019
2019-10-29,LAKE GEORGE,CANAAN,BROOK TROUT,400,13,Somerset County,2019
2019-10-31,LAKE GEORGE,CANAAN,L.L. SALMON,50,12,Somerset County,2019
2019-09-30,LANE P (LITTLE),HAMMOND TWP,BROOK TROUT,300,8,Somerset County,2019
2019-05-13,LONG (MARTIN) P,THE FORKS PLT,BROOK TROUT,500,10,Somerset County,2019
2019-05-22,LONG P,LONG POND TWP,BROOK TROUT,2500,10,Somerset County,2019
2019-05-30,LONG P,TAUNTON & RAYNHAM A,BROOK TROUT,1800,9,Somerset County,2019
2019-05-30,LONG P,LONG POND TWP,BROOK TROUT,500,9,Somerset County,2019
2019-10-02,LONG P,FORSYTH TWP,BROOK TROUT,1000,7,Somerset County,2019
2019-09-30,LOON P,ATTEAN TWP,BROOK TROUT,750,7,Somerset County,2019
2019-10-09,LOST P,PLEASANT RIDGE PLT,BROOK TROUT,750,7,Somerset County,2019
2019-09-30,LUTHER P,THORNDIKE TWP,BROOK TROUT,1500,8,Somerset County,2019
2019-05-13,MACDOUGALL P,CARATUNK,BROOK TROUT,100,10,Somerset County,2019
2019-10-10,MACDOUGALL P,CARATUNK,BROOK TROUT,100,13,Somerset County,2019
2019-10-02,MCKENNEY P,HOLEB TWP,BROOK TROUT,1000,7,Somerset County,2019
2019-05-17,MILL STREAM,EMBDEN,BROOK TROUT,70,10,Somerset County,2019
2019-05-24,MILL STREAM,EMBDEN,BROOK TROUT,70,10,Somerset County,2019
2019-05-31,MILL STREAM,EMBDEN,BROOK TROUT,70,10,Somerset County,2019
2019-10-09,MOOSE P,BOWTOWN TWP,BROOK TROUT,750,7,Somerset County,2019
2019-05-15,MOOSEHEAD L,ROCKWOOD STRIP T1 R,L.L. SALMON,1500,8,Somerset County,2019
2019-05-03,MORRILL P,HARTLAND,BROOK TROUT,250,10,Somerset County,2019
2019-10-03,MORRILL P,HARTLAND,BROWN TROUT,150,11,Somerset County,2019
2019-10-29,MORRILL P,HARTLAND,BROOK TROUT,250,13,Somerset County,2019
2019-06-12,MOUNTAIN DIMMICK P,CARATUNK,BROOK TROUT,2000,3,Somerset County,2019
2019-06-06,MOXIE P,THE FORKS PLT,BROOK TROUT,2600,10,Somerset County,2019
2019-06-11,MOXIE P,THE FORKS PLT,L.L. SALMON,300,8,Somerset County,2019
2019-06-12,MOXIE P,THE FORKS PLT,BROOK TROUT,400,10,Somerset County,2019
2019-10-09,OTTER P,BOWTOWN TWP,BROOK TROUT,4500,7,Somerset County,2019
2019-11-05,OTTER P,SANDWICH ACADEMY G,BROOK TROUT,475,8,Somerset County,2019
2019-09-30,OTTER P (LITTLE),SANDWICH ACADEMY G,BROOK TROUT,200,7,Somerset County,2019
2019-10-09,OTTER P (NORTH),BOWTOWN TWP,BROOK TROUT,3000,7,Somerset County,2019
2019-06-05,PALMER P,MAYFIELD TWP,BROOK TROUT,650,10,Somerset County,2019
2019-05-14,PARLIN P,PARLIN POND TWP,BROOK TROUT,2700,10,Somerset County,2019
2019-05-22,PIERCE P,PIERCE POND TWP,L.L. SALMON,750,8,Somerset County,2019
2019-09-30,RANCOURT P,DENNISTOWN PLT,BROOK TROUT,450,7,Somerset County,2019
2019-09-30,RODERIQUE P,ROCKWOOD STRIP T2 R,BROOK TROUT,450,8,Somerset County,2019
2019-05-28,ROWE P,PLEASANT RIDGE PLT,BROOK TROUT,1250,10,Somerset County,2019
2019-09-27,SANDY P,EMBDEN,BROWN TROUT,100,11,Somerset County,2019
2019-10-22,SANDY P,EMBDEN,BROOK TROUT,200,13,Somerset County,2019
2019-05-14,SANDY R,NORRIDGEWOCK,BROWN TROUT,1000,7,Somerset County,2019
2019-05-22,SANDY STREAM,JACKMAN,BROOK TROUT,500,10,Somerset County,2019
2019-05-14,SEBASTICOOK R,HARTLAND,BROOK TROUT,150,10,Somerset County,2019
2019-05-14,SEBASTICOOK R,PITTSFIELD,BROOK TROUT,750,10,Somerset County,2019
2019-10-21,SHAW P (LOWER),T3 R4 BKP WKR,BROOK TROUT,150,13,Somerset County,2019
2019-09-27,SMITH (WEEKS) P,BRIGHTON PLT,BROWN TROUT,400,11,Somerset County,2019
2019-10-22,SMITH (WEEKS) P,BRIGHTON PLT,BROOK TROUT,300,13,Somerset County,2019
2019-09-30,SMITH P,PARLIN POND TWP,BROOK TROUT,650,7,Somerset County,2019
2019-09-30,SPAULDING P,DOLE BROOK TWP,BROOK TROUT,550,7,Somerset County,2019
2019-06-07,SPLIT ROCK P,PIERCE POND TWP,BROOK TROUT,150,3,Somerset County,2019
2019-05-29,SPRING L,T3 R4 BKP WKR,BROOK TROUT,1000,8,Somerset County,2019
2019-10-16,SPRING L,T3 R4 BKP WKR,BROOK TROUT,450,13,Somerset County,2019
2019-11-07,SPRING L,T3 R4 BKP WKR,BROOK TROUT,50,18,Somerset County,2019
2019-10-09,SPRUCE P,LEXINGTON TWP,BROOK TROUT,2000,7,Somerset County,2019
2019-09-30,SUGAR BERTH P,DENNISTOWN PLT,BROOK TROUT,900,7,Somerset County,2019
2019-05-22,SUPPLY P,MOOSE RIVER,BROOK TROUT,400,10,Somerset County,2019
2019-05-03,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,10,Somerset County,2019
2019-05-31,TIBBETTS P,CONCORD TWP,BROOK TROUT,100,10,Somerset County,2019
2019-10-11,TIBBETTS P,CONCORD TWP,BROOK TROUT,150,13,Somerset County,2019
2019-09-30,TRICKEY P,ALDER BROOK TWP,BROOK TROUT,450,7,Somerset County,2019
2019-05-06,WENTWORTH P,SOLON,BROOK TROUT,700,10,Somerset County,2019
2019-10-01,WENTWORTH P,SOLON,SPLAKE,400,13,Somerset County,2019
2019-10-08,WENTWORTH P,SOLON,BROWN TROUT,200,11,Somerset County,2019
2019-10-16,WENTWORTH P,SOLON,BROOK TROUT,500,12,Somerset County,2019
2019-11-04,WENTWORTH P,SOLON,BROWN TROUT,38,17,Somerset County,2019
2019-11-22,WENTWORTH P,SOLON,BROOK TROUT,330,7,Somerset County,2019
2019-10-10,WESSERUNSETT L,MADISON,BROWN TROUT,2200,11,Somerset County,2019
2019-10-16,WESSERUNSETT L,MADISON,BROOK TROUT,1000,12,Somerset County,2019
2019-10-18,WESSERUNSETT L,MADISON,BROOK TROUT,1069,12,Somerset County,2019
2019-05-13,WESSERUNSETT STREAM,ATHENS,BROWN TROUT,500,7,Somerset County,2019
2019-05-10,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,600,10,Somerset County,2019
2019-05-17,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,200,10,Somerset County,2019
2019-05-17,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,L.L. SALMON,500,8,Somerset County,2019
2019-05-30,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,400,9,Somerset County,2019
2019-06-05,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,600,10,Somerset County,2019
2019-09-17,WEST OUTLET (MOOSEHEAD L),TAUNTON & RAYNHAM A,BROOK TROUT,400,13,Somerset County,2019
2019-05-13,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,2150,10,Somerset County,2019
2019-05-13,WOOD P (BIG),ATTEAN TWP,L.L. SALMON,500,8,Somerset County,2019
2019-10-02,WOOD P (BIG),ATTEAN TWP,SPLAKE,1000,13,Somerset County,2019
2019-10-04,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,1000,13,Somerset County,2019
2019-11-14,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,100,18,Somerset County,2019
2019-11-21,WOOD P (BIG),ATTEAN TWP,BROOK TROUT,2200,8,Somerset County,2019
2019-05-21,WOOD P (LITTLE BIG),DENNISTOWN PLT,SPLAKE,500,10,Somerset County,2019
2019-10-15,WYMAN L,MOSCOW,SPLAKE,1000,13,Somerset County,2019
2019-04-25,BOWLER (BELTON) P,PALERMO,BROOK TROUT,400,10,Waldo County,2019
2019-10-31,CAIN P,SEARSPORT,BROOK TROUT,300,13,Waldo County,2019
2019-05-01,DUTTON P,KNOX,BROOK TROUT,100,10,Waldo County,2019
2019-10-31,DUTTON P,KNOX,BROOK TROUT,200,13,Waldo County,2019
2019-10-31,DUTTON P,KNOX,BROOK TROUT,350,7,Waldo County,2019
2019-10-31,DUTTON P,KNOX,BROWN TROUT,50,12,Waldo County,2019
2019-11-15,DUTTON P,KNOX,BROOK TROUT,20,18,Waldo County,2019
2019-05-07,GOOSE RIVER,SWANVILLE,BROOK TROUT,300,10,Waldo County,2019
2019-05-07,GOOSE RIVER,BELFAST,BROOK TROUT,100,10,Waldo County,2019
2019-05-07,HALFMOON P,PROSPECT,BROOK TROUT,300,10,Waldo County,2019
2019-10-31,HALFMOON P,PROSPECT,BROOK TROUT,350,13,Waldo County,2019
2019-04-30,LEVENSELLER P,SEARSMONT,BROOK TROUT,100,10,Waldo County,2019
2019-10-29,LEVENSELLER P,SEARSMONT,BROOK TROUT,200,13,Waldo County,2019
2019-10-31,LEVENSELLER P,SEARSMONT,BROOK TROUT,400,7,Waldo County,2019
2019-11-07,LEVENSELLER P,SEARSMONT,BROOK TROUT,100,13,Waldo County,2019
2019-11-12,LEVENSELLER P,SEARSMONT,BROOK TROUT,250,7,Waldo County,2019
2019-11-15,LEVENSELLER P,SEARSMONT,BROOK TROUT,20,18,Waldo County,2019
2019-05-09,MEGUNTICOOK L,LINCOLNVILLE,RAINBOW TROUT,50,21,Waldo County,2019
2019-10-09,MEGUNTICOOK L,LINCOLNVILLE,BROWN TROUT,200,11,Waldo County,2019
2019-10-09,MEGUNTICOOK L,LINCOLNVILLE,RAINBOW TROUT,1000,9,Waldo County,2019
2019-05-01,MIXER P,KNOX,BROOK TROUT,150,10,Waldo County,2019
2019-10-29,MOODY P,LINCOLNVILLE,BROOK TROUT,200,13,Waldo County,2019
2019-10-31,MOODY P,LINCOLNVILLE,BROOK TROUT,250,7,Waldo County,2019
2019-10-22,NORTON P,LINCOLNVILLE,BROWN TROUT,100,11,Waldo County,2019
2019-10-31,NORTON P,LINCOLNVILLE,BROOK TROUT,250,13,Waldo County,2019
2019-11-12,NORTON P,LINCOLNVILLE,BROOK TROUT,300,7,Waldo County,2019
2019-10-30,QUANTABACOOK L,SEARSMONT,BROOK TROUT,450,13,Waldo County,2019
2019-04-25,SAINT GEORGE L,LIBERTY,BROOK TROUT,700,10,Waldo County,2019
2019-06-05,SAINT GEORGE L,LIBERTY,L.L. SALMON,1000,8,Waldo County,2019
2019-10-24,SAINT GEORGE L,LIBERTY,BROOK TROUT,2000,7,Waldo County,2019
2019-04-11,SAINT GEORGE R,SEARSMONT,BROWN TROUT,30,19,Waldo County,2019
2019-04-12,SAINT GEORGE R,SEARSMONT,BROOK TROUT,150,14,Waldo County,2019
2019-04-12,SAINT GEORGE R,SEARSMONT,BROWN TROUT,150,14,Waldo County,2019
2019-05-08,SAINT GEORGE R,SEARSMONT,BROOK TROUT,900,10,Waldo County,2019
2019-06-12,SAINT GEORGE R,SEARSMONT,BROWN TROUT,200,9,Waldo County,2019
2019-11-05,SAINT GEORGE R,SEARSMONT,BROWN TROUT,20,22,Waldo County,2019
2019-05-01,SANBORN P,BROOKS,BROOK TROUT,250,10,Waldo County,2019
2019-10-31,SANBORN P,BROOKS,BROOK TROUT,200,13,Waldo County,2019
2019-10-31,SANBORN P,BROOKS,BROWN TROUT,100,12,Waldo County,2019
2019-05-09,SANDY STREAM,UNITY,BROOK TROUT,500,10,Waldo County,2019
2019-05-14,SEBASTICOOK R,BURNHAM,BROOK TROUT,250,10,Waldo County,2019
2019-04-25,SHEEPSCOT P,PALERMO,BROOK TROUT,500,10,Waldo County,2019
2019-05-15,SHEEPSCOT P,PALERMO,BROOK TROUT,500,10,Waldo County,2019
2019-10-24,SHEEPSCOT P,PALERMO,BROOK TROUT,500,13,Waldo County,2019
2019-05-07,SWAN L,SWANVILLE,BROOK TROUT,500,10,Waldo County,2019
2019-06-05,SWAN L,SWANVILLE,L.L. SALMON,300,8,Waldo County,2019
2019-10-29,SWAN L,SWANVILLE,BROOK TROUT,500,13,Waldo County,2019
2019-10-08,ACKLEY P,CUTLER,BROOK TROUT,400,9,Washington County,2019
2019-10-10,BERRYPATCH P,T31 MD BPP - DAY BLOC,BROOK TROUT,25,13,Washington County,2019
2019-10-10,BERRYPATCH P,T31 MD BPP - DAY BLOC,BROOK TROUT,150,8,Washington County,2019
2019-04-26,BIG L,GRAND LAKE STREAM P,L.L. SALMON,2500,7,Washington County,2019
2019-10-07,BOG L,NORTHFIELD,BROOK TROUT,600,13,Washington County,2019
2019-10-21,BOG L,NORTHFIELD,L.L. SALMON,300,12,Washington County,2019
2019-10-21,BOYDEN L,PERRY,L.L. SALMON,400,12,Washington County,2019
2019-05-14,CATHANCE L,NO 14 TWP - CATHANCE,L.L. SALMON,1000,7,Washington County,2019
2019-05-08,CLARK B (MAGURREWOCK S),CALAIS,BROOK TROUT,150,10,Washington County,2019
2019-05-08,COBSCOOK BAY STATE PARK P,EDMUNDS TWP,BROOK TROUT,400,10,Washington County,2019
2019-04-29,FARROW L,TOPSFIELD,BROOK TROUT,1000,10,Washington County,2019
2019-04-30,FOXHOLE P,DEBLOIS,BROOK TROUT,150,10,Washington County,2019
2019-10-10,FOXHOLE P,DEBLOIS,BROOK TROUT,50,13,Washington County,2019
2019-10-10,FOXHOLE P,DEBLOIS,BROOK TROUT,250,7,Washington County,2019
2019-11-21,FOXHOLE P,DEBLOIS,BROOK TROUT,13,18,Washington County,2019
2019-05-14,GARDNER L,EAST MACHIAS,L.L. SALMON,1500,7,Washington County,2019
2019-10-01,GOULDING L,ROBBINSTON,BROOK TROUT,50,13,Washington County,2019
2019-10-01,GOULDING L,ROBBINSTON,BROOK TROUT,1100,9,Washington County,2019
2019-05-07,GRAND L (EAST),DANFORTH,BROOK TROUT,1000,10,Washington County,2019
2019-05-23,GRAND L (EAST),DANFORTH,L.L. SALMON,2250,7,Washington County,2019
2019-06-06,GRAND L (EAST),DANFORTH,BROOK TROUT,1000,10,Washington County,2019
2019-10-04,GRAND L (EAST),DANFORTH,BROOK TROUT,800,13,Washington County,2019
2019-05-30,GRAND L (WEST),T6 ND BPP,L.L. SALMON,9000,8,Washington County,2019
2019-05-23,GRAND LAKE STREAM,GRAND LAKE STREAM P,BROOK TROUT,400,10,Washington County,2019
2019-05-01,GRAND LAKE STREAM CANAL,GRAND LAKE STREAM P,BROOK TROUT,200,10,Washington County,2019
2019-05-23,GRAND LAKE STREAM CANAL,GRAND LAKE STREAM P,BROOK TROUT,200,10,Washington County,2019
2019-05-22,GREENLAND P (LITTLE),DANFORTH,BROOK TROUT,300,10,Washington County,2019
2019-05-30,HOSEA PUG L,T26 ED BPP,SPLAKE,150,10,Washington County,2019
2019-04-30,INDIAN L,WHITING,BROOK TROUT,600,10,Washington County,2019
2019-10-03,INDIAN L,WHITING,BROOK TROUT,6000,9,Washington County,2019
2019-10-10,INDIAN L,WHITING,BROOK TROUT,200,13,Washington County,2019
2019-11-21,INDIAN L,WHITING,BROOK TROUT,25,18,Washington County,2019
2019-09-26,JAMES P,CHARLOTTE,BROOK TROUT,1250,8,Washington County,2019
2019-09-25,KEENE L,CALAIS,BROOK TROUT,4000,8,Washington County,2019
2019-10-01,KEENE L,CALAIS,BROOK TROUT,150,13,Washington County,2019
2019-11-21,KEENE L,CALAIS,BROOK TROUT,15,18,Washington County,2019
2019-05-21,LAMBERT L,LAMBERT LAKE TWP,L.L. SALMON,300,7,Washington County,2019
2019-10-09,LAMBERT L,LAMBERT LAKE TWP,BROOK TROUT,1000,8,Washington County,2019
2019-09-26,LEDGE (BALD LEDGE) P,CHARLOTTE,BROOK TROUT,675,8,Washington County,2019
2019-05-08,LILY L,TRESCOTT TWP,BROOK TROUT,150,10,Washington County,2019
2019-10-01,LILY L,TRESCOTT TWP,BROOK TROUT,1100,9,Washington County,2019
2019-05-23,LONG L,MARION TWP,SPLAKE,200,10,Washington County,2019
2019-10-21,LOVE L,T19 ED BPP,L.L. SALMON,200,12,Washington County,2019
2019-05-14,MEDDYBEMPS L,BAILEYVILLE,L.L. SALMON,600,7,Washington County,2019
2019-04-30,MEYERS P (NORTH),COLUMBIA,BROOK TROUT,150,10,Washington County,2019
2019-10-08,MEYERS P (NORTH),COLUMBIA,BROOK TROUT,300,7,Washington County,2019
2019-04-30,MEYERS P (SOUTH),COLUMBIA,BROOK TROUT,100,10,Washington County,2019
